NCBITaxon_108151 | unidentified eubacterium clone BSV03
NCBITaxon_1038407 | proteobacterium enrichment culture clone E136
NCBITaxon_1038408 | proteobacterium enrichment culture clone E137
NCBITaxon_1038409 | proteobacterium enrichment culture clone E138
NCBITaxon_1038410 | proteobacterium enrichment culture clone E139
NCBITaxon_1038411 | proteobacterium enrichment culture clone E142
NCBITaxon_1038412 | proteobacterium enrichment culture clone E143
NCBITaxon_1038413 | proteobacterium enrichment culture clone E151
NCBITaxon_1038414 | proteobacterium enrichment culture clone E164
NCBITaxon_1038415 | proteobacterium enrichment culture clone E165
NCBITaxon_1038416 | proteobacterium enrichment culture clone E175
NCBITaxon_1038417 | proteobacterium enrichment culture clone E179
NCBITaxon_1038418 | proteobacterium enrichment culture clone E187
NCBITaxon_1038419 | proteobacterium enrichment culture clone E190
NCBITaxon_1038420 | proteobacterium enrichment culture clone E191
NCBITaxon_1038421 | proteobacterium enrichment culture clone E192
NCBITaxon_1038422 | proteobacterium enrichment culture clone E193
NCBITaxon_1038423 | proteobacterium enrichment culture clone E194
NCBITaxon_1038424 | proteobacterium enrichment culture clone E195
NCBITaxon_1038425 | proteobacterium enrichment culture clone E196
NCBITaxon_1038426 | proteobacterium enrichment culture clone E202
NCBITaxon_1038427 | proteobacterium enrichment culture clone E205
NCBITaxon_1038428 | proteobacterium enrichment culture clone E209
NCBITaxon_1038429 | proteobacterium enrichment culture clone E210
NCBITaxon_1038430 | proteobacterium enrichment culture clone E211
NCBITaxon_1038431 | proteobacterium enrichment culture clone E213
NCBITaxon_1038432 | proteobacterium enrichment culture clone E215
NCBITaxon_1038433 | proteobacterium enrichment culture clone E216
NCBITaxon_1038434 | proteobacterium enrichment culture clone E217
NCBITaxon_1038435 | proteobacterium enrichment culture clone E29
NCBITaxon_1038436 | proteobacterium enrichment culture clone E30
NCBITaxon_1038437 | proteobacterium enrichment culture clone E41
NCBITaxon_1038438 | proteobacterium enrichment culture clone E44
NCBITaxon_1038439 | proteobacterium enrichment culture clone E45
NCBITaxon_1038440 | proteobacterium enrichment culture clone E54
NCBITaxon_1038441 | proteobacterium enrichment culture clone E60
NCBITaxon_1038442 | proteobacterium enrichment culture clone E61
NCBITaxon_1038443 | proteobacterium enrichment culture clone E62
NCBITaxon_1038444 | proteobacterium enrichment culture clone E67
NCBITaxon_1038445 | proteobacterium enrichment culture clone E69
NCBITaxon_1038446 | proteobacterium enrichment culture clone E70
NCBITaxon_1038447 | proteobacterium enrichment culture clone E71
NCBITaxon_1038448 | proteobacterium enrichment culture clone E74
NCBITaxon_1038449 | proteobacterium enrichment culture clone E76
NCBITaxon_1038450 | proteobacterium enrichment culture clone E77
NCBITaxon_1038451 | proteobacterium enrichment culture clone E79
NCBITaxon_1038452 | proteobacterium enrichment culture clone E81
NCBITaxon_110999 | uncultured proteobacterium SkelCos6-17
NCBITaxon_1136699 | proteobacterium enrichment culture clone CTBE CDB1006B09
NCBITaxon_1136700 | proteobacterium enrichment culture clone CTBE CDB1006C08
NCBITaxon_1136701 | proteobacterium enrichment culture clone CTBE CDB1006D02
NCBITaxon_1136702 | proteobacterium enrichment culture clone CTBE CDB1009C01
NCBITaxon_1136703 | proteobacterium enrichment culture clone CTBE CDB1009D07
NCBITaxon_1136704 | proteobacterium enrichment culture clone CTBE CDB1009E11
NCBITaxon_1136705 | proteobacterium enrichment culture clone CTBE CDB1009F08
NCBITaxon_1136706 | proteobacterium enrichment culture clone CTBE CDB1009G11
NCBITaxon_1136707 | proteobacterium enrichment culture clone CTBE CDB1010A10
NCBITaxon_1136708 | proteobacterium enrichment culture clone CTBE CDB1010D05
NCBITaxon_1136709 | proteobacterium enrichment culture clone CTBE CDB1010D06
NCBITaxon_1200390 | uncultured methane-oxidizing proteobacterium
NCBITaxon_120178 | uncultured deep-sea autotrophic bacterium ORII-1
NCBITaxon_120179 | uncultured deep-sea autotrophic bacterium ORII-2
NCBITaxon_120180 | uncultured deep-sea autotrophic bacterium ORII-7
NCBITaxon_120181 | uncultured deep-sea autotrophic bacterium ORII-8
NCBITaxon_120183 | uncultured deep-sea autotrophic bacterium SBII-2
NCBITaxon_120185 | uncultured deep-sea autotrophic bacterium JTII-4
NCBITaxon_120188 | uncultured deep-sea autotrophic bacterium ORII-3
NCBITaxon_1215898 | proteobacterium enrichment culture clone phylotype P14
NCBITaxon_1215899 | proteobacterium enrichment culture clone phylotype P15
NCBITaxon_1220858 | proteobacterium enrichment culture clone L11_1_12
NCBITaxon_126519 | uncultured proteobacterium n6r
NCBITaxon_126520 | uncultured proteobacterium n12r
NCBITaxon_1278055 | proteobacterium enrichment culture clone NAMFC12
NCBITaxon_129480 | uncultured proteobacterium mxaF-RC1
NCBITaxon_129481 | uncultured proteobacterium mxaF-RC2
NCBITaxon_129482 | uncultured proteobacterium MB9a-RC1
NCBITaxon_129483 | uncultured proteobacterium MB9a-RC2
NCBITaxon_129484 | uncultured proteobacterium MB9a-RC3
NCBITaxon_129485 | uncultured proteobacterium MB9a-RC5
NCBITaxon_129486 | uncultured proteobacterium MB9a-RC6
NCBITaxon_129487 | uncultured proteobacterium MB9a-RC7
NCBITaxon_129551 | uncultured proteobacterium 5-3
NCBITaxon_130342 | uncultured marine proteobacterium BY-75
NCBITaxon_130343 | uncultured marine proteobacterium AY-59
NCBITaxon_131554 | uncultured proteobacterium 59H11
NCBITaxon_133801 | uncultured proteobacterium EBAC39D12
NCBITaxon_133802 | uncultured proteobacterium EBAC27G05
NCBITaxon_133803 | uncultured proteobacterium EBAC28E03
NCBITaxon_133805 | uncultured proteobacterium EBAC40E09
NCBITaxon_133806 | uncultured proteobacterium EBAC46D07
NCBITaxon_133807 | uncultured proteobacterium EBAC62A03
NCBITaxon_133808 | uncultured proteobacterium EBAC26
NCBITaxon_133809 | uncultured proteobacterium EBAC30
NCBITaxon_133810 | uncultured proteobacterium EBAC33
NCBITaxon_133811 | uncultured proteobacterium EBAC36A07
NCBITaxon_133812 | uncultured proteobacterium EBAC36F02
NCBITaxon_133813 | uncultured proteobacterium EBAC37G09
NCBITaxon_133869 | uncultured proteobacterium pmoA-MO1
NCBITaxon_133870 | uncultured proteobacterium pmoA-MO2
NCBITaxon_133871 | uncultured proteobacterium pmoA-MO3
NCBITaxon_133882 | uncultured putative methanotroph mxaF-MO1
NCBITaxon_133883 | uncultured putative methanotroph mxaF-MO2
NCBITaxon_133884 | uncultured putative methanotroph mxaF-MO3
NCBITaxon_133885 | uncultured putative methanotroph mxaF-MO4
NCBITaxon_133886 | uncultured putative methanotroph mxaF-MO5
NCBITaxon_133887 | uncultured putative methylotroph mxaF-MO6
NCBITaxon_133888 | uncultured putative methylotroph mxaF-MO7
NCBITaxon_141368 | uncultured proteobacterium GE12
NCBITaxon_141369 | uncultured proteobacterium GE13
NCBITaxon_141370 | uncultured proteobacterium GE14
NCBITaxon_141371 | uncultured proteobacterium GE15
NCBITaxon_141372 | uncultured putative methanotroph GE23
NCBITaxon_141373 | uncultured putative methanotroph GE24
NCBITaxon_144373 | unidentified marine bacterial clone HT1901
NCBITaxon_148407 | uncultured proteobacterium rcr_17
NCBITaxon_148408 | uncultured proteobacterium rcr_19
NCBITaxon_148409 | uncultured proteobacterium rcr_23
NCBITaxon_148828 | uncultured proteobacterium HOC3
NCBITaxon_148829 | uncultured proteobacterium HOC5
NCBITaxon_148830 | uncultured proteobacterium HOC12
NCBITaxon_148831 | uncultured proteobacterium HOC28
NCBITaxon_148832 | uncultured proteobacterium HOC31
NCBITaxon_148833 | uncultured proteobacterium HOC33
NCBITaxon_148834 | uncultured proteobacterium HOC36
NCBITaxon_148835 | uncultured proteobacterium HOC37
NCBITaxon_148836 | uncultured proteobacterium HOC38
NCBITaxon_148837 | uncultured proteobacterium HOC40
NCBITaxon_148838 | uncultured proteobacterium HOC46
NCBITaxon_148839 | uncultured proteobacterium HOC47
NCBITaxon_148840 | uncultured proteobacterium HOC49
NCBITaxon_148841 | uncultured proteobacterium HOC50
NCBITaxon_151381 | uncultured feedlot manure bacterium A52
NCBITaxon_151382 | uncultured feedlot manure bacterium A6
NCBITaxon_151383 | uncultured feedlot manure bacterium A8
NCBITaxon_151384 | uncultured feedlot manure bacterium B50
NCBITaxon_153809 | uncultured proteobacterium
NCBITaxon_1665205 | uncultured proteobacterium Rifle_16ft_4_minimus_11209
NCBITaxon_1665206 | uncultured proteobacterium Rifle_16ft_4_minimus_1560
NCBITaxon_1665207 | uncultured proteobacterium Rifle_16ft_4_minimus_30456
NCBITaxon_1795035 | Proteobacteria bacterium enrichment clone
NCBITaxon_210771 | uncultured methanotrophic proteobacterium
NCBITaxon_248047 | uncultured marine proteobacterium ANT8C10
NCBITaxon_248048 | uncultured marine proteobacterium ANT32C12
NCBITaxon_2722 | unidentified proteobacterium
NCBITaxon_287841 | uncultured proteobacterium eBACred25D05
NCBITaxon_288647 | uncultured proteobacterium QS1
NCBITaxon_295350 | uncultured proteobacterium RedeBAC7D11
NCBITaxon_311564 | uncultured proteobacterium DelRiverFos13D03
NCBITaxon_311783 | uncultured proteobacterium DelRiverFos06H03
NCBITaxon_388603 | proteobacterium enrichment clone A112
NCBITaxon_40882 | unidentified eubacterium clone LGW#17
NCBITaxon_40883 | unidentified eubacterium clone ESH46a-1
NCBITaxon_40884 | unidentified eubacterium clone PS#22
NCBITaxon_40885 | unidentified eubacterium clone PS#33
NCBITaxon_40887 | unidentified eubacterium clone LGA#2
NCBITaxon_40889 | unidentified eubacterium clone ESH7-4
NCBITaxon_45946 | unidentified oil field bacterium THIO1
NCBITaxon_45957 | unidentified oil field bacterium THIO2
NCBITaxon_46864 | unidentified eubacterium clone EH-18
NCBITaxon_480131 | uncultured proteobacterium 60D04
NCBITaxon_480132 | uncultured proteobacterium 65D09
NCBITaxon_482892 | uncultured marine proteobacterium
NCBITaxon_512714 | proteobacterium enrichment culture clone MLSB10m16G
NCBITaxon_512715 | proteobacterium enrichment culture clone WIP20m10H
NCBITaxon_512716 | proteobacterium enrichment culture clone MLSB10m11D
NCBITaxon_559967 | uncultured methane-oxidizing bacterium
NCBITaxon_56764 | unidentified marine proteobacterium
NCBITaxon_649281 | proteobacterium enrichment culture clone 4
NCBITaxon_649321 | Proteobacterium enrichment culture clone JUMSS254PW-38(R26)
NCBITaxon_65117 | uncultured eubacterium HRS-17
NCBITaxon_65674 | uncultured eubacterium S321195A
NCBITaxon_65675 | uncultured eubacterium S321195B
NCBITaxon_65676 | uncultured eubacterium S321195C
NCBITaxon_67769 | unidentified proteobacterium HT-1F
NCBITaxon_67770 | unidentified proteobacterium HT-1R
NCBITaxon_73556 | unidentified marine proteobacterium 'UnkAssoc 4'
NCBITaxon_73557 | unidentified marine proteobacterium 'UnkAssoc 2'
NCBITaxon_73558 | unidentified marine proteobacterium 'UnkAssoc 1'
NCBITaxon_747282 | proteobacterium enrichment culture clone B3
NCBITaxon_75538 | uncultured proteobacterium MT1
NCBITaxon_75592 | uncultured marine bacterium pM-101
NCBITaxon_75593 | uncultured marine bacterium pM-55
NCBITaxon_75678 | uncultured proteobacterium clone MT11
NCBITaxon_75679 | uncultured proteobacterium clone MT14
NCBITaxon_75680 | uncultured proteobacterium clone MT3
NCBITaxon_75681 | uncultured proteobacterium clone MT8
NCBITaxon_76145 | uncultured proteobacterium CMT35P
NCBITaxon_78571 | uncultured proteobacterium 1404-40
NCBITaxon_78572 | uncultured proteobacterium 1404-59
NCBITaxon_78573 | uncultured proteobacterium 1405-1
NCBITaxon_78574 | uncultured proteobacterium 1405-20
NCBITaxon_78575 | uncultured proteobacterium 1405-49
NCBITaxon_78576 | uncultured proteobacterium 1405-72
NCBITaxon_78577 | uncultured proteobacterium 1405-9
NCBITaxon_78578 | uncultured proteobacterium 1605-59
NCBITaxon_87021 | uncultured bacterium D1a
NCBITaxon_87022 | uncultured bacterium D1b
NCBITaxon_87023 | uncultured bacterium D2a
NCBITaxon_87024 | uncultured bacterium D2b
NCBITaxon_87025 | uncultured bacterium D2c
NCBITaxon_87026 | uncultured bacterium D3a
NCBITaxon_87027 | uncultured bacterium D3b
NCBITaxon_87028 | uncultured bacterium D4a
NCBITaxon_87029 | uncultured bacterium D5a
NCBITaxon_87030 | uncultured bacterium D5b
NCBITaxon_87031 | uncultured bacterium D6a
NCBITaxon_87032 | uncultured bacterium D7a
NCBITaxon_87033 | uncultured bacterium D8a
NCBITaxon_87034 | uncultured bacterium D8b
NCBITaxon_87035 | uncultured bacterium D9a
NCBITaxon_87036 | uncultured bacterium D9b
NCBITaxon_87037 | uncultured bacterium U1a
NCBITaxon_87038 | uncultured bacterium U2a
NCBITaxon_87039 | uncultured bacterium U3a
NCBITaxon_87040 | uncultured bacterium U3b
NCBITaxon_87041 | uncultured bacterium U3c
NCBITaxon_87042 | uncultured bacterium U4a
NCBITaxon_87043 | uncultured bacterium U4b
NCBITaxon_87044 | uncultured bacterium U4c
NCBITaxon_87045 | uncultured bacterium U4d
NCBITaxon_87046 | uncultured bacterium U4e
NCBITaxon_87047 | uncultured bacterium U4f
NCBITaxon_87048 | uncultured bacterium U5a
NCBITaxon_890376 | proteobacterium enrichment culture clone B31148
NCBITaxon_89289 | uncultured bacterium SY3-53
NCBITaxon_90865 | uncultured proteobacterium Sva0812b
NCBITaxon_101535 | uncultured epsilon proteobacterium 1014
NCBITaxon_101536 | uncultured epsilon proteobacterium 1018
NCBITaxon_101537 | uncultured epsilon proteobacterium 1058
NCBITaxon_101538 | uncultured epsilon proteobacterium 1070
NCBITaxon_101539 | uncultured epsilon proteobacterium 1068
NCBITaxon_101540 | uncultured epsilon proteobacterium 1006
NCBITaxon_101541 | uncultured epsilon proteobacterium 1053
NCBITaxon_101542 | uncultured epsilon proteobacterium 1021
NCBITaxon_101543 | uncultured epsilon proteobacterium 1032
NCBITaxon_101544 | uncultured epsilon proteobacterium 1067
NCBITaxon_101545 | uncultured epsilon proteobacterium 1003
NCBITaxon_101546 | uncultured epsilon proteobacterium 1065
NCBITaxon_101547 | uncultured epsilon proteobacterium 1057
NCBITaxon_101548 | uncultured epsilon proteobacterium 1005
NCBITaxon_101549 | uncultured epsilon proteobacterium 1043
NCBITaxon_101550 | uncultured epsilon proteobacterium 1054
NCBITaxon_101551 | uncultured epsilon proteobacterium 1047
NCBITaxon_101552 | uncultured epsilon proteobacterium 1008
NCBITaxon_101553 | uncultured epsilon proteobacterium 1028
NCBITaxon_101554 | uncultured epsilon proteobacterium 1049
NCBITaxon_101555 | uncultured epsilon proteobacterium 1011
NCBITaxon_101556 | uncultured epsilon proteobacterium 1033
NCBITaxon_101557 | uncultured epsilon proteobacterium 1061
NCBITaxon_101558 | uncultured epsilon proteobacterium 1023
NCBITaxon_101559 | uncultured epsilon proteobacterium 1025
NCBITaxon_101560 | uncultured epsilon proteobacterium 1055
NCBITaxon_101561 | uncultured epsilon proteobacterium 1063
NCBITaxon_101562 | uncultured epsilon proteobacterium 1016
NCBITaxon_106903 | uncultured marine epsilon proteobacterium MBE1
NCBITaxon_120673 | uncultured epsilon proteobacterium KTc1160
NCBITaxon_120858 | uncultured Campylobacterota bacterium
NCBITaxon_122727 | uncultured epsilon proteobacterium B2M2
NCBITaxon_122729 | uncultured epsilon proteobacterium B2M13
NCBITaxon_122730 | uncultured epsilon proteobacterium B2M5
NCBITaxon_122731 | uncultured epsilon proteobacterium B2M7
NCBITaxon_126499 | uncultured epsilon proteobacterium n18r
NCBITaxon_126500 | uncultured epsilon proteobacterium n22
NCBITaxon_126501 | uncultured epsilon proteobacterium n29r
NCBITaxon_126502 | uncultured epsilon proteobacterium n38r
NCBITaxon_127790 | uncultured epsilon proteobacterium kps81f
NCBITaxon_130874 | uncultured bacterium IAFESB6
NCBITaxon_134864 | uncultured epsilon proteobacterium KNIB01
NCBITaxon_147690 | uncultured epsilon proteobacterium BioIuz K34
NCBITaxon_150861 | uncultured epsilon proteobacterium AL10b4
NCBITaxon_373057 | uncultured Bathymodiolus platifrons gill symbiont
NCBITaxon_670232 | epsilon proteobacterium enrichment culture clone DGGE-10E
NCBITaxon_670233 | epsilon proteobacterium enrichment culture clone T-RF119
NCBITaxon_73435 | uncultured eubacterium SRang1.35
NCBITaxon_87829 | uncultured epsilon proteobacterium SA63
NCBITaxon_914919 | epsilon proteobacterium enrichment culture clone MS_LAC_U1
NCBITaxon_914920 | epsilon proteobacterium enrichment culture clone MS_LAC_U10
NCBITaxon_914921 | epsilon proteobacterium enrichment culture clone MS_LAC_U4
NCBITaxon_914922 | epsilon proteobacterium enrichment culture clone MS_LAC_U6
NCBITaxon_96964 | uncultured hydrocarbon seep bacterium BPC056
NCBITaxon_96965 | uncultured hydrocarbon seep bacterium GCA014
NCBITaxon_98180 | uncultured bacterium PENDANT-19
NCBITaxon_34036 | unidentified epsilon proteobacterium
NCBITaxon_45849 | unidentified oil field bacterium ARCO4
NCBITaxon_140596 | uncultured Green Bay ferromanganous micronodule bacterium MNC2
NCBITaxon_140597 | uncultured Green Bay ferromanganous micronodule bacterium MNB2
NCBITaxon_140598 | uncultured Green Bay ferromanganous micronodule bacterium MNF8
NCBITaxon_140599 | uncultured Green Bay ferromanganous micronodule bacterium MNA3
NCBITaxon_142057 | uncultured bacterium PHOS-HE34
NCBITaxon_146333 | uncultured Lake Michigan sediment bacterium LMBA9
NCBITaxon_146334 | uncultured Lake Michigan sediment bacterium LMBA28
NCBITaxon_146335 | uncultured Lake Michigan sediment bacterium LMBA30
NCBITaxon_152072 | uncultured Lake Michigan sediment bacterium LMBA44
NCBITaxon_1665123 | uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_10340
NCBITaxon_1665124 | uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_14985
NCBITaxon_1665125 | uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_16961
NCBITaxon_1665126 | uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_18822
NCBITaxon_1665127 | uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_24026
NCBITaxon_1665128 | uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_27962
NCBITaxon_1665129 | uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_28768
NCBITaxon_1665130 | uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_38035
NCBITaxon_1665131 | uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_39958
NCBITaxon_1665132 | uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_4901
NCBITaxon_170969 | uncultured Nitrospirota bacterium
NCBITaxon_68916 | unidentified Nitrospira group OPB67A
NCBITaxon_68917 | unidentified Nitrospira group OPT35
NCBITaxon_68918 | unidentified Nitrospira group OPT37
NCBITaxon_73150 | uncultured bacterium A-11
NCBITaxon_73151 | uncultured bacterium A-4
NCBITaxon_798576 | uncultured Nitrospirae bacterium MY2-1F
NCBITaxon_798577 | uncultured Nitrospirae bacterium MY2-3C
NCBITaxon_798578 | uncultured Nitrospirae bacterium MY3-5B
NCBITaxon_798579 | uncultured Nitrospirae bacterium MY3-11A
NCBITaxon_798580 | uncultured Nitrospirae bacterium MY4-5C
NCBITaxon_187320 | uncultured Fibrobacteres/Acidobacteria group bacterium
NCBITaxon_187090 | uncultured PVC group bacterium
NCBITaxon_135063 | Leptotrichia-like sp. oral clone BB002
NCBITaxon_135064 | Leptotrichia-like sp. oral clone BB135
NCBITaxon_174329 | uncultured Fusobacteriota bacterium
NCBITaxon_672267 | Fusobacteria bacterium enrichment culture clone 4.17a Bac band 2
NCBITaxon_672268 | Fusobacteria bacterium enrichment culture clone 4.17b Bac band 8
NCBITaxon_1029734 | Acidobacteria bacterium enrichment culture clone UCLd35
NCBITaxon_1036852 | uncultured Acidobacteria bacterium A2
NCBITaxon_1036853 | uncultured Acidobacteria bacterium A3
NCBITaxon_1036854 | uncultured Acidobacteria bacterium A11
NCBITaxon_1036855 | uncultured Acidobacteria bacterium A12
NCBITaxon_1036856 | uncultured Acidobacteria bacterium C5
NCBITaxon_1084571 | Acidobacteria bacterium enrichment culture clone D18
NCBITaxon_1084572 | Acidobacteria bacterium enrichment culture clone U158
NCBITaxon_1084573 | Acidobacteria bacterium enrichment culture clone Y52
NCBITaxon_1084574 | Acidobacteria bacterium enrichment culture clone e145
NCBITaxon_1084575 | Acidobacteria bacterium enrichment culture clone z210
NCBITaxon_1084576 | Acidobacteria bacterium enrichment culture clone e156
NCBITaxon_1136677 | Acidobacteria bacterium enrichment culture clone CTBE CDB1001D08
NCBITaxon_1136678 | Acidobacteria bacterium enrichment culture clone CTBE CDB1001D12
NCBITaxon_1136679 | Acidobacteria bacterium enrichment culture clone CTBE CDB1001E11
NCBITaxon_1136680 | Acidobacteria bacterium enrichment culture clone CTBE CDB1001F02
NCBITaxon_1136681 | Acidobacteria bacterium enrichment culture clone CTBE CDB1001G05
NCBITaxon_1136682 | Acidobacteria bacterium enrichment culture clone CTBE CDB1001G09
NCBITaxon_1136683 | Acidobacteria bacterium enrichment culture clone CTBE CDB1001H04
NCBITaxon_1136684 | Acidobacteria bacterium enrichment culture clone CTBE CDB1001H06
NCBITaxon_1162035 | Acidobacteria bacterium enrichment culture clone CV-04
NCBITaxon_1162036 | Acidobacteria bacterium enrichment culture clone CV-05
NCBITaxon_1162037 | Acidobacteria bacterium enrichment culture clone CV-06
NCBITaxon_1162038 | Acidobacteria bacterium enrichment culture clone CV-08
NCBITaxon_1162039 | Acidobacteria bacterium enrichment culture clone CV-10
NCBITaxon_117423 | uncultured sludge bacterium H3
NCBITaxon_117429 | uncultured sludge bacterium A22
NCBITaxon_117459 | uncultured sludge bacterium A34
NCBITaxon_117471 | uncultured sludge bacterium H44
NCBITaxon_117479 | uncultured sludge bacterium S6
NCBITaxon_117682 | uncultured bacterium #0319-23K14
NCBITaxon_117683 | uncultured bacterium #0319-2B3
NCBITaxon_117684 | uncultured bacterium #0319-6A9
NCBITaxon_117685 | uncultured bacterium #0319-6I22
NCBITaxon_117686 | uncultured bacterium #0319-7B4
NCBITaxon_117687 | uncultured bacterium #0319-8B9
NCBITaxon_117688 | uncultured bacterium #0319-8E7
NCBITaxon_117689 | uncultured bacterium #0319-8M8
NCBITaxon_117690 | uncultured bacterium #0319-8P10
NCBITaxon_117691 | uncultured bacterium #0319-7F19
NCBITaxon_117692 | uncultured bacterium #0319-7G22
NCBITaxon_117693 | uncultured bacterium #0319-7J7
NCBITaxon_1291563 | Acidobacteria bacterium enrichment culture clone PA (1.5)
NCBITaxon_1291564 | Acidobacteria bacterium enrichment culture clone PA (2.1)
NCBITaxon_1291565 | Acidobacteria bacterium enrichment culture clone PA (2.6)
NCBITaxon_1291566 | Acidobacteria bacterium enrichment culture clone SC-2 (3.2)
NCBITaxon_1298629 | Acidobacteria bacterium enrichment culture clone T27-14
NCBITaxon_1309804 | Acidobacteria bacterium enrichment culture DGGE gel band B7
NCBITaxon_1309805 | Acidobacteria bacterium enrichment culture DGGE gel band B8
NCBITaxon_131552 | uncultured bacterium 16H1
NCBITaxon_131553 | uncultured bacterium 17F9
NCBITaxon_134721 | uncultured bacterium DA040
NCBITaxon_134722 | uncultured bacterium DA022
NCBITaxon_134723 | uncultured bacterium DA038
NCBITaxon_134724 | uncultured bacterium DA054
NCBITaxon_134725 | uncultured bacterium DA052
NCBITaxon_151470 | uncultured temperate forest soil bacterium C6001
NCBITaxon_151471 | uncultured temperate forest soil bacterium C6011
NCBITaxon_151472 | uncultured temperate forest soil bacterium C6012
NCBITaxon_151473 | uncultured temperate forest soil bacterium C6013
NCBITaxon_151474 | uncultured temperate forest soil bacterium C6014
NCBITaxon_151475 | uncultured temperate forest soil bacterium C6015
NCBITaxon_151476 | uncultured temperate forest soil bacterium C6051s
NCBITaxon_151477 | uncultured temperate forest soil bacterium C6052s
NCBITaxon_151478 | uncultured temperate forest soil bacterium C6057s
NCBITaxon_151479 | uncultured temperate forest soil bacterium C6058
NCBITaxon_152057 | uncultured Lake Michigan sediment bacterium LMBA13
NCBITaxon_152058 | uncultured Lake Michigan sediment bacterium LMBA20
NCBITaxon_152059 | uncultured Lake Michigan sediment bacterium LMBA27
NCBITaxon_152060 | uncultured Lake Michigan sediment bacterium LMBA34
NCBITaxon_152061 | uncultured Lake Michigan sediment bacterium LMBA35
NCBITaxon_152062 | uncultured Lake Michigan sediment bacterium LMBA47
NCBITaxon_152063 | uncultured Lake Michigan sediment bacterium LMBA8
NCBITaxon_1665082 | uncultured Acidobacteria bacterium Rifle_16ft_4_minimus_23617
NCBITaxon_1665083 | uncultured Acidobacteria bacterium Rifle_16ft_4_minimus_2650
NCBITaxon_1665084 | uncultured Acidobacteria bacterium Rifle_16ft_4_minimus_31789
NCBITaxon_1665085 | uncultured Acidobacteria bacterium Rifle_16ft_4_minimus_33611
NCBITaxon_1665086 | uncultured Acidobacteria bacterium Rifle_16ft_4_minimus_33681
NCBITaxon_1665087 | uncultured Acidobacteria bacterium Rifle_16ft_4_minimus_37967
NCBITaxon_1665088 | uncultured Acidobacteria bacterium Rifle_16ft_4_minimus_38548
NCBITaxon_1665089 | uncultured Acidobacteria bacterium Rifle_16ft_4_minimus_38982
NCBITaxon_171953 | uncultured Acidobacteriota bacterium
NCBITaxon_470733 | uncultured Acidobacteria bacterium cosmid p2H8
NCBITaxon_65099 | uncultured eubacterium HRS-1
NCBITaxon_65100 | uncultured eubacterium HRS-2
NCBITaxon_65118 | uncultured eubacterium HRS-18
NCBITaxon_68006 | unidentified Acidobacterium group OPB3
NCBITaxon_710730 | uncultured Acidobacteria bacterium HF0770_27F21
NCBITaxon_710731 | uncultured Acidobacteria bacterium HF4000_26D02
NCBITaxon_74017 | uncultured eubacterium WCHA2-13
NCBITaxon_863515 | Acidobacteria bacterium enrichment culture clone Lt-D8
NCBITaxon_863516 | Acidobacteria bacterium enrichment culture clone Ac-F6
NCBITaxon_92880 | uncultured hot spring bacterium GFP1
NCBITaxon_95775 | metal-contaminated soil clone K20-04
NCBITaxon_95776 | metal-contaminated soil clone K20-05
NCBITaxon_95777 | metal-contaminated soil clone K20-11
NCBITaxon_95778 | metal-contaminated soil clone K20-16
NCBITaxon_95779 | metal-contaminated soil clone K20-19
NCBITaxon_95780 | metal-contaminated soil clone K20-26
NCBITaxon_95781 | metal-contaminated soil clone K20-36
NCBITaxon_95782 | metal-contaminated soil clone K20-39
NCBITaxon_95783 | metal-contaminated soil clone K20-46
NCBITaxon_95784 | metal-contaminated soil clone K20-48
NCBITaxon_95785 | metal-contaminated soil clone K20-49
NCBITaxon_95786 | metal-contaminated soil clone K20-83
NCBITaxon_95787 | metal-contaminated soil clone K20-91
NCBITaxon_95788 | metal-contaminated soil clone K20-93
NCBITaxon_95789 | metal-contaminated soil clone K20-94
NCBITaxon_95790 | metal-contaminated soil clone K20-95
NCBITaxon_95875 | uncultured bacterium CLEAR-4
NCBITaxon_984717 | Acidobacteria bacterium enrichment culture clone C01a_08_S16
NCBITaxon_984718 | Acidobacteria bacterium enrichment culture clone C02_08_S22
NCBITaxon_984719 | Acidobacteria bacterium enrichment culture clone C03a_08_S17
NCBITaxon_984720 | Acidobacteria bacterium enrichment culture clone C04_08_S31
NCBITaxon_984721 | Acidobacteria bacterium enrichment culture clone C05_08_S35
NCBITaxon_984722 | Acidobacteria bacterium enrichment culture clone C06_08_S38
NCBITaxon_984723 | Acidobacteria bacterium enrichment culture clone C08_08_S51
NCBITaxon_984724 | Acidobacteria bacterium enrichment culture clone C09_08_S52a
NCBITaxon_984725 | Acidobacteria bacterium enrichment culture clone C10_08_S53
NCBITaxon_984726 | Acidobacteria bacterium enrichment culture clone C12_08_S80
NCBITaxon_984727 | Acidobacteria bacterium enrichment culture clone C13_08_S77
NCBITaxon_984728 | Acidobacteria bacterium enrichment culture clone C14_08_S76
